timeout,repetition,seed,sim_time,generated,accepted,blocked,blocking_prob,cold_start,cold_start_ratio,reuse_ratio,mean_warm_pool,mean_redundant,p95_active,p99_active,mean_cold_starting,mean_processing,mean_idle,mean_latency,mean_cpu,mean_ram,mean_power
0.0,3,45,10020,47123,47123,0,0.0,47123,1.0,0.0,0.0,0.0,15.22754491017964,17.568862275449103,46.46967095758531,9.920513007267601,0.0,11.9962226188742,318.3539460641923,96.16094722532964,535.1146033618384
0.5,3,45,10020,47341,47341,0,0.0,13897,0.29355104454912234,0.7064489554508777,1.6467065868263473,0.0,15.047904191616766,17.077844311377245,13.864839105757271,9.968678127063132,1.5252310815566235,5.043596454594481,144.3329580031447,51.01944455474558,258.6530893919812
1.0,3,45,10020,47247,47247,0,0.0,7876,0.16669841471416175,0.8333015852858383,2.7964071856287425,0.0,14.652694610778443,16.449101796407184,7.780470189985614,9.954714689007547,2.7202633096167577,3.761386065968716,111.7431729456372,44.90254707713807,205.84710814048714
1.5,3,45,10020,47286,47286,0,0.0,5084,0.10751596667089625,0.8924840333291038,3.8982035928143715,0.0,14.664670658682635,16.50299401197605,5.068971518398808,9.964351240683476,3.8452438143651855,3.185183425751239,97.36064903616511,43.758381160757914,183.46233332508402
2.0,3,45,10020,47370,47370,0,0.0,3383,0.07141650833861093,0.9285834916613891,5.017964071856287,0.0,14.718562874251496,16.45508982035928,3.4306044684121133,9.979104440151387,4.875164170680668,2.8367760008836105,88.75059632880989,44.000893224292355,172.31898668995555
2.5,3,45,10020,47198,47198,0,0.0,2158,0.04572227636764269,0.9542777236323573,5.916167664670659,0.0,14.74251497005988,16.45508982035928,2.117201901885991,9.941513545883339,5.847561915634271,2.560466124480965,81.50824849843544,44.44740134272546,161.0892712006732
3.0,3,45,10020,47279,47279,0,0.0,1393,0.029463398126017892,0.970536601873982,6.802395209580839,0.0,14.892215568862275,16.622754491017965,1.3823709202529173,9.9593899794561,6.7765461976047785,2.4042743498302617,77.74902328881238,45.800001949536686,157.05815855080127
3.5,3,45,10020,47205,47205,0,0.0,875,0.018536172015676304,0.9814638279843237,8.173652694610778,0.0,14.982035928143713,16.748502994011975,0.8840706169946003,9.944737271826254,7.56918982407195,2.2990817217469983,75.01974031306484,47.07005182643763,153.33859096447398
4.0,3,45,10020,47274,47274,0,0.0,500,0.010576638321275965,0.989423361678724,8.562874251497005,0.0,15.095808383233534,16.95808383233533,0.5247601417601744,9.959213029861287,8.531208476024974,2.222580759163555,73.24729478214401,49.06666798996248,150.77521867567174
4.5,3,45,10020,47342,47342,0,0.0,297,0.006273499218452959,0.993726500781547,9.7125748502994,0.0,15.269461077844312,17.149700598802394,0.3032556251549478,9.974749732349093,9.420634234778927,2.175812138352418,72.21593992473244,51.0854093031653,154.69098063317279
5.0,3,45,10020,47300,47300,0,0.0,197,0.004164904862579281,0.9958350951374207,10.25748502994012,0.0,15.275449101796408,17.25748502994012,0.19629779638722727,9.965474197504465,10.077797421832527,2.153189531993526,71.6113666902208,52.60822536677214,154.81736942918334
