timeout,repetition,seed,sim_time,generated,accepted,blocked,blocking_prob,cold_start,cold_start_ratio,reuse_ratio,mean_warm_pool,mean_redundant,p95_active,p99_active,mean_cold_starting,mean_processing,mean_idle,mean_latency,mean_cpu,mean_ram,mean_power
0.0,8,50,10020,23414,23414,0,0.0,23414,1.0,0.0,0.0,0.0,8.77245508982036,10.341317365269461,23.64151779645376,4.936353316877378,0.0,12.234289871336875,161.1846840286907,48.63193756303059,281.48534920320213
0.5,8,50,10020,23410,23410,0,0.0,10714,0.45766766339171294,0.5423323366082871,0.8143712574850299,0.0,8.640718562874252,10.113772455089821,10.649053962250909,4.935740814627923,0.8493613155270364,6.670966180966514,91.71316469066295,31.220051837770665,169.8853172153356
1.0,8,50,10020,23503,23503,0,0.0,6833,0.2907288431264094,0.7092711568735907,1.4910179640718564,0.0,8.37125748502994,9.844311377245509,6.791317758942361,4.955577958566694,1.5071369730942727,5.009117605394856,71.24661990772701,27.15706019754171,139.99826732194236
1.5,8,50,10020,23221,23221,0,0.0,4834,0.20817363593299168,0.7918263640670083,2.053892215568862,0.0,8.25748502994012,9.55688622754491,4.824859748332348,4.896536518263336,2.080927187566024,4.1957475441145915,60.339697736353905,25.52487458553741,122.65466049659885
2.0,8,50,10020,23362,23362,0,0.0,3752,0.1606026881260166,0.8393973118739834,2.5748502994011977,0.0,8.323353293413174,9.694610778443113,3.6960036059113395,4.9273924365782085,2.6528167782124217,3.698274978236623,54.54582895968667,25.388057252140097,112.59382780489058
2.5,8,50,10020,23332,23332,0,0.0,2781,0.11919252528715926,0.8808074747128407,3.053892215568862,0.0,8.347305389221557,9.754491017964073,2.8225842110186243,4.917234644053945,3.151702969651607,3.3238037620460066,49.8265702251367,25.33968464717351,104.833851260126
3.0,8,50,10020,23403,23403,0,0.0,2160,0.09229585950519165,0.9077041404948084,3.3592814371257487,0.0,8.293413173652695,9.592814371257486,2.253677461659335,4.933953710524211,3.6447697097610856,3.0756572062881724,46.92510749035466,25.80641293407297,101.54251249771362
3.5,8,50,10020,23251,23251,0,0.0,1626,0.06993247602253666,0.9300675239774633,3.910179640718563,0.0,8.275449101796408,9.574850299401197,1.6730349915511917,4.898769491538387,4.120592549326756,2.8300043590902857,43.59511635778359,26.074599533333497,95.22563631984207
4.0,8,50,10020,23347,23347,0,0.0,1286,0.05508202338630231,0.9449179766136977,4.604790419161676,0.0,8.383233532934131,9.610778443113773,1.2619521173447836,4.922780085740162,4.568713709687988,2.6547197824318167,41.58702351603529,26.681887167027085,96.96193575486907
4.5,8,50,10020,23361,23361,0,0.0,962,0.041179744017807454,0.9588202559821926,4.9880239520958085,0.0,8.44311377245509,9.682634730538922,0.9922646210492857,4.924976386970945,4.990402928627987,2.5373132148909145,40.180719869453135,27.376805326087336,89.0017748957405
5.0,8,50,10020,23329,23329,0,0.0,694,0.029748381842342148,0.9702516181576578,5.5568862275449105,0.0,8.455089820359282,9.826347305389222,0.7022197809803998,4.918253210730435,5.3784101199802405,2.414700200071292,38.60111640568117,27.930041593347315,87.5305445596693
5.5,8,50,10020,23312,23312,0,0.0,535,0.02294955387783116,0.9770504461221688,5.532934131736527,0.0,8.461077844311378,9.844311377245509,0.5297744232795041,4.913578316617532,5.749578859436326,2.3401988396567077,37.66422767334057,28.622439603227807,88.01045895200923
6.0,8,50,10020,23248,23248,0,0.0,371,0.015958362009635237,0.9840416379903648,6.095808383233533,0.0,8.538922155688622,9.934131736526947,0.3731586041718107,4.898918703432888,5.970358759092496,2.272755116592711,36.734314955408166,28.92156926893656,84.0667211806871
6.5,8,50,10020,23258,23258,0,0.0,293,0.0125978158053143,0.9874021841946857,6.3532934131736525,0.0,8.592814371257486,10.023952095808383,0.313199522440946,4.9008187815231885,6.2777222412988705,2.2468819223309517,36.44225959123295,29.635154313855452,92.09188368591141
7.0,8,50,10020,23272,23272,0,0.0,210,0.009023719491234101,0.9909762805087658,6.712574850299402,0.0,8.62874251497006,10.131736526946108,0.21805844468372393,4.904314289285127,6.754089688867057,2.205963964204592,35.98164661717603,30.739204880454356,87.29151705037754
7.5,8,50,10020,23285,23285,0,0.0,157,0.006742538114666094,0.9932574618853339,7.053892215568863,0.0,8.676646706586826,10.209580838323353,0.1705750339405114,4.906705550263954,7.067255024690426,2.1852627206236668,35.76007920117257,31.4879999071378,94.09736718683929
8.0,8,50,10020,23290,23290,0,0.0,119,0.0051094890510948905,0.9948905109489051,7.706586826347305,0.0,8.658682634730539,10.269461077844312,0.12723557560161877,4.908289253086664,7.499525458364553,2.166734952287321,35.560960051586555,32.550609753994145,86.3689672664757
8.5,8,50,10020,23290,23290,0,0.0,80,0.0034349506225848005,0.9965650493774152,7.892215568862276,0.0,8.694610778443113,10.335329341317365,0.10050818738213292,4.907921657420784,7.872233575687506,2.1551239163860596,35.434019732947284,33.478329402178026,88.16932409656908
9.0,8,50,10020,23291,23291,0,0.0,60,0.0025761023571336567,0.9974238976428663,8.125748502994012,0.0,8.718562874251496,10.341317365269461,0.06944260099287564,4.908267636249278,8.206948244265355,2.1419385116205807,35.286986810357945,34.302584969563284,94.91459568644943
9.5,8,50,10020,23292,23292,0,0.0,51,0.0021895929933024214,0.9978104070066975,8.377245508982035,0.0,8.718562874251496,10.365269461077844,0.06854074919955568,4.9082763740207165,8.372903288363966,2.141368613873654,35.290521082001746,34.73272918097276,97.92252925942331
10.0,8,50,10020,23294,23294,0,0.0,40,0.0017171803897999484,0.9982828196102,8.850299401197605,0.0,8.70059880239521,10.431137724550899,0.05760318887596651,4.90824145516639,8.873906303259272,2.136584852446129,35.25680980546955,36.01872981621356,102.27533310545208
10.5,8,50,10020,23292,23292,0,0.0,35,0.0015026618581487207,0.9984973381418513,9.25748502994012,0.0,8.7125748502994,10.461077844311378,0.04852198738242015,4.908751777399727,9.314917207802042,2.1328262881614535,35.23386348800673,37.152982598021175,102.24779752449679
11.0,8,50,10020,23285,23285,0,0.0,29,0.001245436976594374,0.9987545630234056,9.377245508982035,0.0,8.676646706586826,10.425149700598803,0.041430559381443945,4.906439893013595,9.166477580647891,2.1296265341267095,35.1722498196093,36.75027437404727,94.89964274103508
11.5,8,50,10020,23309,23309,0,0.0,24,0.0010296452014243425,0.9989703547985757,9.502994011976048,0.0,8.718562874251496,10.449101796407186,0.03220997228745313,4.912076002820039,9.512939900997175,2.1259320318393047,35.17986464661328,37.65191992813585,102.18299891482499
12.0,8,50,10020,23307,23307,0,0.0,20,0.0008581112970352255,0.9991418887029647,9.89820359281437,0.0,8.730538922155688,10.461077844311378,0.028783307111285277,4.911923341227642,9.897605936023599,2.1244455104889384,35.17969207867741,38.6464773814166,102.1827918333013
12.5,8,50,10020,23305,23305,0,0.0,18,0.0007723664449688908,0.9992276335550311,10.455089820359282,0.0,8.724550898203592,10.455089820359282,0.023496981125167838,4.911498874572555,10.5720282562569,2.1221889317550806,35.182147350078054,40.3908809591476,102.18573815898188
13.0,8,50,10020,23305,23305,0,0.0,17,0.0007294571980261746,0.9992705428019738,10.70059880239521,0.0,8.724550898203592,10.455089820359282,0.023489521987844004,4.911498874572553,10.813938462439717,2.1221857239611097,35.19420295400202,41.01983623192525,102.20020488369111
13.5,8,50,10020,23305,23305,0,0.0,16,0.0006865479510834584,0.9993134520489165,10.946107784431138,0.0,8.724550898203592,10.455089820359282,0.02286200846675824,4.911501097138073,11.056101747130047,2.1219217111853292,35.202969545534636,41.64851904982462,102.21072479353039
14.0,8,50,10020,23305,23305,0,0.0,16,0.0006865479510834584,0.9993134520489165,10.946107784431138,0.0,8.724550898203592,10.455089820359282,0.02286200846675824,4.911501097138073,11.056101747130047,2.1219217111853292,35.202969545534636,41.64851904982462,102.21072479353039
