lambda,theta,repetition,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,blocking_ratios,latency,ram_usage_per_request,cpu_usage_per_request,ram_usage_per_request_poly
20.0,0.01,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2031320593495031,2.057707916929968,1.349901853411143,2.0480235506840963
20.0,0.02,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2061664108267274,1.9928214638497015,1.3314787542799074,2.0047480125241557
20.0,0.03,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2101423811432185,1.9689075594732184,1.326655528068137,1.9687675800295859
20.0,0.04,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2122179374002773,1.9393290370763423,1.3104304870122034,1.9389365811297712
20.0,0.05,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2142814371473195,1.9011931332772007,1.2982557024168324,1.9142622532393552
20.0,0.06,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.217043681850502,1.9020864866625808,1.3041806305072492,1.8938883909539337
20.0,0.0699999999999999,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2190527780261823,1.8916734979507104,1.3002208166798233,1.8770803288601816
20.0,0.08,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2224439280039203,1.8613152921207867,1.2894650227317113,1.8632111813433117
20.0,0.09,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2236577223969028,1.8483821876341704,1.2837954114757957,1.8517492641988746
20.0,0.0999999999999999,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2261593086621155,1.836091750905756,1.278946849679331,1.8422466257272156
20.0,0.11,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2259968109832862,1.8383501906151256,1.2749487157250594,1.8343286178074314
20.0,0.12,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2298454138708914,1.816926793455087,1.2691603130229685,1.827684440213393
20.0,0.13,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2318223514620153,1.831190060068732,1.2791756834952417,1.8220585941473588
