lambda,theta,repetition,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,blocking_ratios,latency,ram_usage_per_request,cpu_usage_per_request,ram_usage_per_request_poly
5.0,0.01,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.20650698142972,3.51570875306226,1.8343049636119493,3.405283411109501
5.0,0.02,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2150469622979731,3.2682411894560337,1.7585831956897984,3.2969419222368916
5.0,0.03,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2220872558588396,3.1506637188086866,1.7152497352175555,3.2028991283907384
5.0,0.04,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2249619181849529,3.0550312259394325,1.6817831413025772,3.1215500804943863
5.0,0.05,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2345734252483306,3.042845625228548,1.6880165711373407,3.051430059656906
5.0,0.06,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2346591733356922,2.9668789116016905,1.6550905095844315,2.991205757636786
5.0,0.0699999999999999,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2435187362530957,2.9124280689792466,1.6419970724752493,2.9396668123987655
5.0,0.08,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2483490934310926,2.9044466571135388,1.634747641051895,2.895717691868168
5.0,0.09,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2488029684734519,2.8541087949708825,1.6143448182071338,2.858369918987124
5.0,0.0999999999999999,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2561907135390864,2.842921660235423,1.6089037589733024,2.8267346311770365
5.0,0.11,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2596406873846041,2.827404392379046,1.6112888427021512,2.8000154673116713
5.0,0.12,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2637936137259073,2.787574106709425,1.592600290874472,2.777501775305243
5.0,0.13,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2667467753799385,2.7672291285681303,1.5850708163170837,2.7585621334198596
5.0,0.14,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2708199436045199,2.774496397980048,1.5916578371267835,2.7426381783967106
5.0,0.15,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2769683281971574,2.742943718104589,1.5768568734942825,2.729238733515356
5.0,0.16,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2798556041421398,2.76066743027741,1.5942823546568294,2.717934229685495
5.0,0.17,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2859403658249921,2.756797828468301,1.593821801258395,2.70835141267559
5.0,0.18,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2888491880665295,2.709932815046596,1.5705081299425043,2.700168329582707
5.0,0.19,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.285615092586448,2.680534893597567,1.5580222907317025,2.69310958764794
5.0,0.2,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2913269145466493,2.687480940094249,1.5549309461553265,2.6869418785218233
5.0,0.21,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2965229489699329,2.6692238553677945,1.5551082831668697,2.6814697610840543
5.0,0.22,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3040782148944317,2.6786468000536843,1.555079158938488,2.6765316959219323
5.0,0.23,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.299200432786011,2.67103904657423,1.5467083174835463,2.671996324571878
5.0,0.24,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3077247247223383,2.654462246861906,1.5512255724891462,2.667758986628404
5.0,0.25,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3061213055263511,2.634602776078585,1.5435489839189669,2.6637384678248877
5.0,0.26,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3134724721077902,2.645194722912737,1.5496948189069035,2.6598739721905575
5.0,0.27,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3155377642795523,2.629434093637121,1.5461291934438337,2.6561223113880414
5.0,0.28,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3164655961163555,2.600343363427013,1.521309459745376,2.652455304335823
5.0,0.29,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3226880449854212,2.652453423148444,1.5557786277781411,2.648857380220039
5.0,0.3,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3272493879989951,2.6441345108371883,1.558711150319151,2.6453233779999357
5.0,0.31,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.327753349941062,2.6094582007417357,1.5368825067960634,2.641856535511356
5.0,0.32,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3320121421192905,2.6179536046572798,1.5349598989648243,2.6384666612726937
5.0,0.33,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3358210675729022,2.616052236584096,1.5364792850923732,2.635168482097586
