lambda,theta,repetition,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,blocking_ratios,latency,ram_usage_per_request,cpu_usage_per_request,ram_usage_per_request_poly
15.0,0.19,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2502962800984137,1.932926651534297,1.31198093381617,1.9450335979120612
15.0,0.2,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2512925060389852,1.9416212381373044,1.3147517978039174,1.9415137339529795
15.0,0.21,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.254698686708227,1.936739139484069,1.3097794044381983,1.9380718529718306
15.0,0.22,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2568965568453445,1.945024663553484,1.3202762885607184,1.934735571440521
15.0,0.23,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2586496196449728,1.9160486172529128,1.30068513998227,1.9315358398437352
15.0,0.24,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.261316712147918,1.931862725950213,1.3149838618583551,1.9285033016128377
15.0,0.25,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.26510166789812,1.9307378745518653,1.311230146115575,1.9256656675163324
15.0,0.26,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2652755151221552,1.925692493259069,1.3118192275528266,1.9230459398879323
15.0,0.27,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2669780450127021,1.9346004561236183,1.314604355075251,1.9206613382649689
15.0,0.28,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2674020123922929,1.9174068063429808,1.3072045525608773,1.9185227941321792
15.0,0.29,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2716518205046969,1.9219757293051951,1.309022772466352,1.9166348975491028
15.0,0.3,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2705188672998839,1.9042166696804077,1.301131084292068,1.914996192514227
15.0,0.31,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2719545922225125,1.9160452691527476,1.3112062337423829,1.9135997310173976
15.0,0.32,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2731433124608061,1.9159445730097304,1.3078605429458243,1.9124338078831096
15.0,0.33,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2750309802030519,1.9093865975473097,1.3059993148126752,1.9114828097429684
15.0,0.34,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.274585130200921,1.9009322767611452,1.3001716854442045,1.910728121827028
15.0,0.35,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2798939748010652,1.927129269635477,1.315915580149449,1.9101490457601402
15.0,0.36,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2789900201247207,1.9004374344572927,1.298234737173846,1.909723690223072
15.0,0.37,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2797495537027851,1.9117713749487693,1.3031445729215134,1.9094298042200801
15.0,0.38,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2846210128986547,1.9102677028726032,1.303473310738552,1.9092455298129503
15.0,0.39,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.283022530926692,1.8973360643481287,1.2969136065681413,1.9091500575715346
15.0,0.4,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.286139693163539,1.9045842922427825,1.3011540623112647,1.9091241736789417
15.0,0.41,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2848421730409018,1.901656582593805,1.3011017222468897,1.9091506926487716
15.0,0.42,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2910911652381823,1.907948594076002,1.3005345241967377,1.909214773993745
15.0,0.43,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2917964310589179,1.9224296953376103,1.3144113745578825,1.9093041249581395
15.0,0.44,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2972577475843082,1.9118576663969644,1.3025118632416428,1.9094090946224407
15.0,0.45,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2940106374859959,1.92430968754632,1.31179403939546,1.9095226673417018
15.0,0.46,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2948099215784155,1.903475790805736,1.300683748374137,1.909640365610593
15.0,0.47,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2953711795364129,1.9034240421534636,1.2999384941941703,1.9097600741051126
15.0,0.48,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2998297569076799,1.92278426147519,1.3130993080377678,1.9098817978416927
15.0,0.49,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.2958781471266046,1.8955848344056463,1.3007812905404657,1.9100073681758696
15.0,0.5,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3046609732648956,1.9163454024310325,1.3048662982552095,1.9101401107404081
15.0,0.51,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.301240030424184,1.908732582181064,1.3051001238679574,1.910284489447677
15.0,0.52,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3015195497534013,1.896114546129132,1.2950818304614011,1.9104457403713662
15.0,0.53,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3069373548768058,1.9204498730437736,1.3121243072813698,1.9106295087147354
15.0,0.54,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3042907521274286,1.9048203896884948,1.3000996382640833,1.9108415011945405
15.0,0.55,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3087795566255142,1.9241955965720197,1.3106092289979328,1.9110871650566716
15.0,0.56,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3077011944973535,1.9125823998000109,1.3041363233568255,1.911371403617637
15.0,0.5700000000000001,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3097479136654232,1.9002988286012392,1.298009473027954,1.9116983367257783
15.0,0.5800000000000001,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3081897014395065,1.898963563471632,1.2978775659863775,1.9120711128932735
15.0,0.59,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3105372606247141,1.9191061358267023,1.310960792945696,1.9124917780934547
15.0,0.6,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3162340961730432,1.9231273865403444,1.3066947291005304,1.9129612043733468
15.0,0.61,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3158245082690307,1.9110884439913296,1.301740162441603,1.91347907953491
15.0,0.62,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3180104013606332,1.913399166141012,1.3046541693676077,1.9140439572235843
15.0,0.63,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3164683095885805,1.9112107341471212,1.301793383168916,1.91465336485419
15.0,0.64,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3233060448289045,1.932369575893616,1.3124063577202745,1.9153039649255286
15.0,0.65,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3204765238457175,1.9170602823345717,1.308253506534877,1.9159917634919745
15.0,0.66,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3217376833395791,1.9204003356056456,1.3065903835711918,1.9167123578412495
15.0,0.67,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.325232022177585,1.915126851110806,1.3009154841399868,1.9174612138786253
15.0,0.68,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3241558877536027,1.9225859330425783,1.3084204208466057,1.9182339623008327
15.0,0.6900000000000001,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3243730580182399,1.9134023455492608,1.304039373885384,1.919026701434377
15.0,0.7000000000000001,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3253544718076667,1.908517271058824,1.2958114906888885,1.919836293635826
15.0,0.7100000000000001,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3264094139701434,1.927055015810928,1.3139643830227352,1.9206606414051928
15.0,0.72,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3287983963197584,1.9227794665456457,1.3075460926213975,1.9214989289182265
15.0,0.73,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3306132215196214,1.91895926064772,1.30368295417582,1.9223518145718979
15.0,0.74,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.330039114962641,1.912145493263489,1.3029706979995477,1.9232215603281881
15.0,0.75,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3312940828078486,1.9101043627591985,1.2971656503633353,1.924112084265034
15.0,0.76,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3320882786880383,1.922806610130728,1.3121804464974722,1.9250289237197373
15.0,0.77,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3341510167007576,1.9263544173642808,1.3084244976269894,1.925979097872614
15.0,0.78,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3388170608446354,1.9419505850577488,1.3161274845557656,1.9269708605415596
15.0,0.79,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3355856730608463,1.927774841095871,1.3102589164732463,1.9280133363413094
15.0,0.8,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3395723329887248,1.93709962755762,1.3097191331060876,1.9291160363574997
15.0,0.81,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3400133214147796,1.9382508792939592,1.3128618444366156,1.930288252947066
15.0,0.8200000000000001,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3395562793640106,1.9356859511523536,1.3100405673850362,1.9315383374216433
15.0,0.8300000000000001,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3399048252633993,1.9274350293554927,1.307788296930031,1.9328728690843215
15.0,0.8400000000000001,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.339828438971288,1.931140394678144,1.3070099991006567,1.9342957294879577
15.0,0.85,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3437738485450795,1.9423300646704285,1.3156396935871764,1.9358071017936433
15.0,0.86,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3455095429170012,1.9378270452891728,1.3122210603015776,1.937402422038276
15.0,0.87,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3430475446567044,1.940529199364017,1.313993921249248,1.9390713164834503
15.0,0.88,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3455808038445953,1.9292608988125413,1.3073129300235502,1.9407965676573165
15.0,0.89,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3487289714080379,1.9364888482564184,1.3099123293693131,1.9425531607753053
15.0,0.9,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3495599651629913,1.946846087823913,1.3175213274003723,1.9443074722089202
15.0,0.91,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3503517655502412,1.94545647019206,1.3171609490957417,1.9460166724979624
15.0,0.92,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3507823671040943,1.94823869364366,1.3189980203066238,1.9476284281149399
15.0,0.93,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3536964564735889,1.9515429500421844,1.3162873343811108,1.9490809989551687
15.0,0.94,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3550948922014606,1.9519264237929048,1.3186469079730114,1.9503038420020582
15.0,0.95,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.352309896723495,1.9487254388785225,1.3171683324478494,1.9512188464372864
15.0,0.96,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.353844131061919,1.9440880310147144,1.3104040514443445,1.951742340906521
15.0,0.97,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3575748103457558,1.967790268551037,1.326753178901385,1.9517880306097775
15.0,0.98,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3575868114865143,1.947108341339309,1.3163011246291405,1.9512710394060102
15.0,0.99,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3588689120743379,1.9485293382783244,1.3157719198581794,1.9501132512927777
15.0,1.0,1,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,200,3,1,5,5,0.0,0.3551827877747777,1.947520236522052,1.3163842290019077,1.9482501654860878
