Scenario,MSE,MAPE,Runtime(s),blocking_ratios_Markov,blocking_ratios_Simulator,blocking_ratios_APE,waiting_requests_Markov,waiting_requests_Simulator,waiting_requests_APE,processing_requests_Markov,processing_requests_Simulator,processing_requests_APE,effective_arrival_rates_Markov,effective_arrival_rates_Simulator,effective_arrival_rates_APE,waiting_times_Markov,waiting_times_Simulator,waiting_times_APE
Base Configuration,4.32592412469162,41.07801861007306,8.555792570114136,0.5097905685764057,0.5497991967871486,7.276952830149734,0.7614029595016399,4.144288577154309,81.62765586115482,1.3162355093840807,4.481,70.62629972363132,4.902094314235943,4.502008032128514,8.886840699799269,0.15532197275162274,0.24643463274755636,36.972343935630164
