Scenario,MSE,MAPE,Runtime(s),blocking_ratios_Markov,blocking_ratios_Simulator,blocking_ratios_APE,waiting_requests_Markov,waiting_requests_Simulator,waiting_requests_APE,processing_requests_Markov,processing_requests_Simulator,processing_requests_APE,effective_arrival_rates_Markov,effective_arrival_rates_Simulator,effective_arrival_rates_APE,waiting_times_Markov,waiting_times_Simulator,waiting_times_APE
Base Configuration,3.3780476279368954,40.501192109537016,5.936408042907715,0.6933236749484015,0.7238265356753002,4.214111976212749,0.5301005843897546,4.354709418837675,87.82695850849115,1.313174773467983,2.778,52.72948979596893,3.0667632505159848,2.761734643246998,11.044819530900392,0.17285344224095708,0.3242455922945088,46.690580736111855
