Scenario,MSE,MAPE,Runtime(s),blocking_ratios_Markov,blocking_ratios_Simulator,blocking_ratios_APE,waiting_requests_Markov,waiting_requests_Simulator,waiting_requests_APE,processing_requests_Markov,processing_requests_Simulator,processing_requests_APE,effective_arrival_rates_Markov,effective_arrival_rates_Simulator,effective_arrival_rates_APE,waiting_times_Markov,waiting_times_Simulator,waiting_times_APE
Base Configuration,3.988140936430592,43.674638084042556,8.447694540023804,0.5097929320250422,0.5647117794486216,9.7251110074597,0.7614208815206617,4,80.96447796198346,1.3162467427686715,4.338,69.65775143456267,4.9020706797495786,4.352882205513784,12.616662898438626,0.1553263776195815,0.2845284204773904,45.40918711776834
