Scenario,MSE,MAPE,Runtime(s),blocking_ratios_Markov,blocking_ratios_Simulator,blocking_ratios_APE,waiting_requests_Markov,waiting_requests_Simulator,waiting_requests_APE,processing_requests_Markov,processing_requests_Simulator,processing_requests_APE,effective_arrival_rates_Markov,effective_arrival_rates_Simulator,effective_arrival_rates_APE,waiting_times_Markov,waiting_times_Simulator,waiting_times_APE
Base Configuration,12.800255814610267,68.82430153160271,6.147598743438721,0.5097905685764057,0.7399085305229668,31.10086618192034,0.7614029595016399,8.264529058116233,90.78709804094765,1.3162355093840807,2.607,49.511487940771744,4.902094314235943,2.6009146947703323,88.47578215819996,0.15532197275162274,0.985937969256978,84.24627333617384
