Scenario,MSE,MAPE,Runtime(s),blocking_ratios_Markov,blocking_ratios_Simulator,blocking_ratios_APE,waiting_requests_Markov,waiting_requests_Simulator,waiting_requests_APE,processing_requests_Markov,processing_requests_Simulator,processing_requests_APE,effective_arrival_rates_Markov,effective_arrival_rates_Simulator,effective_arrival_rates_APE,waiting_times_Markov,waiting_times_Simulator,waiting_times_APE
Base Configuration,0.4913634517062252,215.2360373846719,5.475983381271362,0.6933244173418954,0.7197989949748743,3.678051486290701,0.5301092007196463,0.08358206515422414,534.2379788552702,1.3131865581595619,2.785,52.84787941976439,3.066755826581046,2.8020100502512566,9.44842350961766,0.17285667027186682,0.030011513520367735,475.96785365241647
