Scenario,MSE,MAPE,Runtime(s),blocking_ratios_Markov,blocking_ratios_Simulator,blocking_ratios_APE,waiting_requests_Markov,waiting_requests_Simulator,waiting_requests_APE,processing_requests_Markov,processing_requests_Simulator,processing_requests_APE,effective_arrival_rates_Markov,effective_arrival_rates_Simulator,effective_arrival_rates_APE,waiting_times_Markov,waiting_times_Simulator,waiting_times_APE
Base Configuration,2.3347497120243363,52.464426686518415,6.068528652191162,0.5811546871784221,0.741802038139441,21.65636419171189,1.2584144009131633,4,68.53963997717092,1.489157808790597,2.555,41.71593703363613,4.188453128215778,2.58197961860559,62.21867508302687,0.3004484859662808,0.9445545936761992,68.19151714704624
