lambda,theta,repetition,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,blocking_ratios,latency,ram_usage_per_request,cpu_usage_per_request
15.0,0.01,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.867774351389095,10.007608916054965,402.5109422981391,500.4184903830227
15.0,0.02,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8678737295166551,10.015201428385975,402.73625710947823,500.4560428515802
15.0,0.03,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8679727454612339,10.022777623925514,402.9610911103183,500.4935151850533
15.0,0.04,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8680714016357471,10.030337588726649,403.1854468163009,500.5309078027168
15.0,0.05,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8681697004278264,10.037881407976611,403.40932671789534,500.5682211196489
15.0,0.060000000000000005,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8682676442001903,10.045409166009652,403.63273328077184,500.6054555467963
15.0,0.06999999999999999,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8683652352910152,10.05292094632007,403.8556689461771,500.6426114910288
15.0,0.08,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8684624760142963,10.06041683157494,404.07813613130713,500.6796893552176
15.0,0.09,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8685593686601959,10.067896903625973,404.30013722964526,500.71668953827447
15.0,0.09999999999999999,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8686559154953979,10.075361243522254,404.52167461133524,500.75361243522235
15.0,0.11,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8687521187634413,10.08280993152157,404.74275062350773,500.79045843725106
15.0,0.12,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8688479806850562,10.090243047102248,404.96336759062376,500.8272279317707
15.0,0.13,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8689435034584926,10.097660668974612,405.18352781480627,500.86392130246816
15.0,0.14,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8690386892598381,10.105062875091946,405.4032335761575,500.9005389293596
15.0,0.15000000000000002,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8691335402433371,10.11244974266175,405.62248713308685,500.93708118884825
15.0,0.16,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8692280585416937,10.119821348155977,405.84129072260436,500.9735484537663
15.0,0.17,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8693222462663853,10.12717776732238,406.0596465606543,501.0099410934424
15.0,0.18000000000000002,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8694161055079485,10.134519075193904,406.2775568423817,501.0462594737313
15.0,0.19,1,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.8695096383362785,10.141845346099394,406.49502374244605,501.0825039570726
