timeout,repetition,seed,sim_time,generated,accepted,blocked,blocking_prob,cold_start,cold_start_ratio,reuse_ratio,mean_warm_pool,mean_redundant,p95_active,p99_active,mean_cold_starting,mean_processing,mean_idle,mean_latency,mean_cpu,mean_ram,mean_power
0.0,0,42,10020,94406,94406,0,0.0,94406,1.0,0.0,0.0,0.0,27.40119760479042,30.449101796407184,94.2244754487203,19.888393593312617,0.0,12.113292121916722,643.9163506116855,194.3865491427218,1059.187173275512
0.5,0,42,10020,94410,94410,0,0.0,15963,0.1690816650778519,0.8309183349221481,2.820359281437126,0.0,26.652694610778443,29.18562874251497,15.964903816223678,19.903975605389444,2.7422142114753654,3.806330045685732,225.47429463327694,83.38517779856858,391.38828226902075
1.0,0,42,10020,93969,93969,0,0.0,7807,0.0830805904074748,0.9169194095925252,5.065868263473054,0.0,26.137724550898202,28.568862275449103,7.6750788626274264,19.80934043984562,5.0075834789423,2.931204255557365,180.5717143811353,76.50955808027008,322.77896718827265
1.5,0,42,10020,94010,94010,0,0.0,4096,0.043569832996489734,0.9564301670035102,6.652694610778443,0.0,26.275449101796408,28.44311377245509,4.185367461580484,19.80984531676001,7.148546804538927,2.5572825791302485,162.01235583651516,76.80792128872649,294.1648774092164
2.0,0,42,10020,93875,93875,0,0.0,2088,0.022242343541944074,0.9777576564580559,9.191616766467066,0.0,26.53293413173653,28.84431137724551,2.115006664600911,19.788809573349162,9.169497553613901,2.3384097447858974,150.88909183394404,78.88103478513123,276.62407355595036
2.5,0,42,10020,93814,93814,0,0.0,993,0.01058477412752894,0.9894152258724711,11.011976047904191,0.0,26.832335329341316,29.239520958083833,0.9651986966980254,19.773885752982164,11.023235063740485,2.2153798360400843,144.7253916239899,81.92544187055832,265.8849699932982
3.0,0,42,10020,93920,93920,0,0.0,468,0.004982964224872231,0.9950170357751278,12.52694610778443,0.0,27.101796407185628,29.682634730538922,0.4658106444654723,19.799532246795525,12.809997649087133,2.162402592805019,142.3232985253182,85.88414244737461,288.9515325530533
3.5,0,42,10020,93906,93906,0,0.0,204,0.0021723851511085556,0.9978276148488915,14.077844311377245,0.0,27.209580838323355,30.077844311377245,0.18363105317071993,19.79758351372427,14.523610782812089,2.1323700116491233,140.8856187750845,89.90833973155836,298.54667921795124
4.0,0,42,10020,93940,93940,0,0.0,113,0.0012028954651905472,0.9987971045348094,16.20359281437126,0.0,27.317365269461078,30.353293413173652,0.1108786606427895,19.80349673958564,16.58886995507133,2.1245962168132313,140.6412264114787,95.18365011847366,302.23383243107776
4.5,0,42,10020,93919,93919,0,0.0,78,0.0008305028801413985,0.9991694971198586,17.748502994011975,0.0,27.29940119760479,30.45508982035928,0.06935456289765297,19.79835810503498,18.15974214573365,2.120092043422994,140.46149149718462,99.19175320407773,318.4975585104973
5.0,0,42,10020,93926,93926,0,0.0,67,0.0007133275131486489,0.9992866724868513,21.131736526946106,0.0,27.305389221556887,30.538922155688624,0.06296833019442254,19.800828109986753,21.22007746984183,2.119424464722039,140.59770605323905,107.14545324834644,318.6610159777606
5.5,0,42,10020,93926,93926,0,0.0,60,0.0006388007580435662,0.9993611992419564,24.239520958083833,0.0,27.311377245508982,30.538922155688624,0.052273258741813745,19.80012463549646,24.314359657744596,2.1182776493955178,140.69025610469424,115.17259427583846,318.77207603950745
6.0,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,28.431137724550897,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,28.51970873785376,2.1182025834093574,140.8960545669214,126.10519890386044,319.0190341941817
6.5,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,31.479041916167663,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,31.55741650463303,2.1182025834093574,141.04793995525756,134.00323909748556,319.2012966601863
7.0,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,35.053892215568865,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,35.11584033592276,2.1182025834093574,141.2258611468231,143.2551410588455,319.4148020900587
7.5,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,36.868263473053894,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,36.925046105083226,2.1182025834093574,141.31632143528046,147.95907605865287,319.52335443621007
8.0,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,38.37125748502994,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,38.41907252830115,2.1182025834093574,141.39102275643967,151.84354475901947,319.61299602160136
8.5,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,39.08383233532934,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,39.12783762548463,2.1182025834093574,141.42646101129912,153.6863340117,319.655521927431
9.0,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,39.08383233532934,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,39.12783762548463,2.1182025834093574,141.42646101129912,153.6863340117,319.655521927431
9.5,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,39.08383233532934,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,39.12783762548463,2.1182025834093574,141.42646101129912,153.6863340117,319.655521927431
10.0,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,39.08383233532934,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,39.12783762548463,2.1182025834093574,141.42646101129912,153.6863340117,319.655521927431
10.5,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,39.08383233532934,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,39.12783762548463,2.1182025834093574,141.42646101129912,153.6863340117,319.655521927431
11.0,0,42,10020,93926,93926,0,0.0,59,0.0006281540787428401,0.9993718459212572,39.08383233532934,0.0,27.305389221556887,30.53293413173653,0.0515239841967963,19.8000591485881,39.12783762548463,2.1182025834093574,141.42646101129912,153.6863340117,319.655521927431
