lambda,theta,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,blocking_ratios,latency,ram_usage_per_request,cpu_usage_per_request
2.0,0.01,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.084746264658025,65.15357841651114,51.58697883860343
2.0,0.11183673469387755,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.56316336324263,58.54689948278792,51.55654526441238
2.0,0.2136734693877551,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,2.852480053203756,57.767897519669475,51.02688952996307
2.0,0.31551020408163266,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.0576691941438816,59.14541120131762,52.4757123601573
2.0,0.4173469387755102,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.2130594147207425,59.307523470029864,51.54842856129752
2.0,0.5191836734693878,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.3272383489928115,59.59442746168665,51.528904169914476
2.0,0.6210204081632653,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.3780738425583676,59.813146538121046,52.27584111980726
2.0,0.7228571428571429,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.6314904155529817,61.494451223568895,52.38925872422106
2.0,0.8246938775510204,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.6430340896078843,62.072533475009855,52.90985688981432
2.0,0.926530612244898,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.728419203306541,62.007294392339524,51.89272091755156
2.0,1.0283673469387755,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.799404849264695,62.3865092642442,52.23091365331732
2.0,1.130204081632653,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.8763856982452425,63.52461902091885,53.22079534802437
2.0,1.2320408163265306,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,3.928565613521555,62.7738033086222,51.65377408625706
2.0,1.3338775510204082,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.0716431056574525,64.75082188071211,52.94113771090345
2.0,1.4357142857142857,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.032540782264608,63.21743466031646,51.599052650188604
2.0,1.5375510204081633,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.144002953670688,63.98935675678621,51.711723684916315
2.0,1.6393877551020408,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.216530538511445,65.09531485622612,52.45086921572492
2.0,1.7412244897959184,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.239485417349095,67.4019900983359,54.50571021228201
2.0,1.843061224489796,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.287292180760125,65.51195226363515,52.53301184979365
2.0,1.9448979591836735,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.251734050715942,66.15194607854876,52.511110939030466
2.0,2.046734693877551,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.34564940110124,66.30834251546207,52.59057849497754
2.0,2.1485714285714286,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.364409695720715,67.45680073577631,53.90780837134959
2.0,2.250408163265306,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.4098415089177125,67.31768725796196,53.08044875417742
