lambda,theta,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,blocking_ratios,latency,ram_usage_per_request,cpu_usage_per_request
2.0,0.01,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.1620876314983148,10.219725870850723,450.54262487933045,498.9082006189507
2.0,0.11183673469387755,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.22219991971095945,11.271607868328358,468.5444190345215,515.2774043200938
2.0,0.2136734693877551,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.24217413185707096,11.681208527091357,470.71887778740637,501.5339578301974
2.0,0.31551020408163266,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.2603947500250476,12.056577792783813,480.2522943949633,505.94793056111774
2.0,0.4173469387755102,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.2850467289719626,12.777203466503995,496.52414991171884,515.5910320843092
2.0,0.5191836734693878,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.31559831157357415,13.016602941100238,517.9675085129749,531.970926169461
2.0,0.6210204081632653,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.31340288924558585,13.264051598266935,511.85014035789953,518.2846308385751
2.0,0.7228571428571429,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.3165302455579956,13.308315440211784,510.57057205280773,503.68817033866145
2.0,0.8246938775510204,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.3470477697557116,13.888776351069938,536.8365663642987,531.954381884372
2.0,0.926530612244898,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.358013852307092,14.045310851703915,548.8608960288637,542.0555936339747
2.0,1.0283673469387755,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.3358141406014281,13.907819456636249,525.5929285703635,514.7129565328779
2.0,1.130204081632653,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.3555251854744241,13.957541953264842,541.2978733729325,529.8641154369667
2.0,1.2320408163265306,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.3565598248058929,14.237900938081415,539.5153067055686,521.6176913157966
2.0,1.3338775510204082,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.3764973764973765,14.736880663641951,558.9198902738425,536.3284048226565
2.0,1.4357142857142857,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.3642337242215932,14.743089067559822,546.0933434321862,518.9448818709859
2.0,1.5375510204081633,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.3795782463928968,15.092018697036432,560.1460789174848,534.9095059818663
2.0,1.6393877551020408,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.3809235121754067,15.158878144442502,559.7375785313317,529.1985889018415
2.0,1.7412244897959184,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.3872361809045226,15.253103558397662,565.0698417726651,531.0133213273915
2.0,1.843061224489796,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.38979489744872436,15.244707373642715,564.2353706077955,522.1995461994991
2.0,1.9448979591836735,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.40275147044163095,15.590419402428386,579.1203733835927,536.399241626576
2.0,2.046734693877551,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4046511627906977,15.534135089600575,580.6446193320015,536.1226329409591
2.0,2.1485714285714286,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.40131048387096774,15.769902581301041,577.9455752797091,534.6988115514484
2.0,2.250408163265306,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.40758530971680174,15.823382884247883,580.8124588840939,525.9604386673593
2.0,2.3522448979591832,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4028440832910107,15.961820247192163,577.3147032661518,525.9415079310495
2.0,2.454081632653061,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4126794258373206,15.947899540140321,586.5677920758801,531.0984747467857
2.0,2.555918367346939,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.40872293058085407,15.97802706354629,579.4311175333617,524.4703420576857
2.0,2.657755102040816,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4197567783094099,16.129007594111577,590.3996601332415,526.0592895454045
2.0,2.7595918367346934,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4078329503446898,15.813963468217942,579.9977002595896,524.7654213323917
2.0,2.861428571428571,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.41351649453524514,16.02962858454039,584.0961724302135,523.1541450356409
2.0,2.963265306122449,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4187118100771311,16.20058744747577,590.214827959496,527.937441154854
2.0,3.0651020408163263,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.42010699505400223,16.297760361610788,588.275883179467,523.8854545048796
2.0,3.1669387755102036,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.43078297112235786,16.44694721730919,605.7005676746398,545.1713120480921
2.0,3.2687755102040814,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4177460479347272,16.419715020793564,587.4946988298744,526.3191022987182
2.0,3.370612244897959,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4228004454793966,16.453785226109993,591.5325236326405,523.6054958666776
2.0,3.4724489795918365,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.43655574207563935,16.503810910090706,604.8684786611846,524.2469876385206
2.0,3.574285714285714,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.43902924209269945,16.72907211771633,610.154761187678,536.3920920201175
2.0,3.6761224489795916,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4439247686336949,16.908136859332817,617.8266627377454,550.4383132575197
2.0,3.7779591836734694,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.43954522985664857,16.630307358566643,610.710836290834,538.3652510361944
2.0,3.8797959183673467,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4415571485463959,16.811085677460653,613.2271523730655,541.1134958937593
2.0,3.981632653061224,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.44214214214214215,16.865957992828683,610.3881876860376,532.4465334381891
2.0,4.083469387755102,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4462975987139556,17.18000639230926,618.4249743915476,539.6402870603278
2.0,4.18530612244898,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.432026604857402,16.720756118915766,600.7302390446426,526.0296101673479
2.0,4.287142857142857,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.439656912209889,16.956272139841033,607.4485623132688,529.5013395384572
2.0,4.388979591836734,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4447344644112037,17.04657259807803,614.1578209329961,535.65519221979
2.0,4.490816326530612,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4548314164946427,17.133658791772916,629.4670472682665,549.219032826839
2.0,4.59265306122449,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4562468889995022,17.339376161693533,627.8049873863887,542.6646007546738
2.0,4.694489795918367,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4487410071942446,17.12653963035505,618.5551058337486,538.630902597533
2.0,4.7963265306122445,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.44693126429921415,16.979914030586944,614.6996228914508,528.0743739081298
2.0,4.898163265306122,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4469296055916126,17.015617472111078,613.5831292343848,526.4158262606252
2.0,5.0,heavy-app-light-traffic,#2ca02c,^,0.1,0.1,20,30,5,40,50,0.4564439140811456,17.30821537120494,626.9148409472186,542.8801141582575
