lambda,theta,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,blocking_ratios,latency,ram_usage_per_request,cpu_usage_per_request
5,0.22,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.576307496,52.30653203,51.47621077
5,0.23,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.5817737,51.75565376,50.68676961
5,0.24,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.589825965,51.85851034,50.76941103
5,0.25,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.598788624,52.26981481,51.54221599
5,0.26,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.604685662,51.83029796,50.83263826
5,0.27,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.628276982,51.25833995,50.41202334
5,0.28,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.631472912,52.09138917,51.29460322
5,0.29,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.681052713,52.70822365,51.50161558
5,0.3,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.647256406,51.80340432,50.85789113
5,0.31,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.701246259,52.29852512,51.21677189
5,0.32,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.709090674,52.48144281,51.43872665
5,0.33,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.699685154,52.00283049,50.9041088
5,0.34,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.709984648,52.6482105,51.67949752
5,0.35,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.719532777,51.92239106,50.48449311
5,0.36,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.779136401,53.4054041,51.84821254
5,0.37,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.740200486,52.07263774,51.02401849
5,0.38,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.771974598,52.53762333,51.2175437
5,0.39,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.744727461,51.88186625,50.53468408
5,0.4,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.753381015,52.91341089,51.4511199
5,0.41,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.765927573,52.35268335,50.99578948
5,0.42,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.783271019,52.67137279,51.14254368
5,0.43,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.801624159,52.83192192,51.19965632
5,0.44,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.83499619,52.90430769,51.36686968
5,0.45,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.807852264,53.14939279,51.46508056
5,0.46,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.861585099,53.2858522,51.59183496
5,0.47,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.849492235,52.84228814,51.20653206
5,0.48,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.850927597,53.43550442,51.76336505
5,0.49,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.859595879,52.57928313,50.65034713
5,0.5,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.855428161,53.04220471,51.15974863
5,0.51,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.886394688,53.42105358,51.50850889
5,0.52,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.904337603,53.33335688,51.26755396
5,0.53,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.922816423,53.79192165,51.73697287
5,0.54,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.904017338,53.60114884,51.63420129
5,0.55,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.930378278,53.31690152,51.16729785
5,0.56,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.905735027,52.81412326,50.5862011
5,0.57,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.892811915,53.01139988,50.94897928
5,0.58,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.962105029,53.41633078,51.00743299
5,0.59,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.97716564,53.73491325,51.43022585
5,0.6,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.95348003,53.90370141,51.64996501
5,0.61,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.945521568,53.30938033,51.03432297
5,0.62,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.980331765,53.79645095,51.66750843
5,0.63,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.992232649,54.37986772,52.15437019
5,0.64,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.97220378,53.40563195,50.93006197
5,0.65,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,2.994897028,53.93737398,51.8290767
5,0.66,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.033795561,53.90080697,51.37844265
5,0.67,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.008279461,54.08716426,51.73095097
5,0.68,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.002439961,53.49296058,51.05759093
5,0.69,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.02380609,53.88078895,51.33735446
5,0.7,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.013037162,53.48682421,50.88030468
5,0.71,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.069529352,54.04718333,51.58828148
5,0.72,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.055767652,54.37051522,51.78380246
5,0.73,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.044604097,53.54756083,50.8140281
5,0.74,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.089529753,54.94562203,52.45986513
5,0.75,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.098132883,53.61239847,50.31942641
5,0.76,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.082888593,54.3850725,51.4746107
5,0.77,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.065397879,54.19490162,51.25827941
5,0.78,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.088502987,54.59895872,51.44380161
5,0.79,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.084081349,54.4953405,51.4626936
5,0.8,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.106998789,54.98687559,51.78385223
5,0.81,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.129044176,54.626446,51.48445033
5,0.82,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.136001327,55.21606478,52.29334778
5,0.83,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.140667598,54.36958033,51.10063622
5,0.84,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.153375289,55.22616575,51.70645338
5,0.85,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.154926702,54.73466965,51.29534119
5,0.86,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.152993604,55.01660065,51.5875218
5,0.87,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.165055821,54.87145768,51.50089736
5,0.88,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.153087506,54.71613202,51.27098627
5,0.89,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.156953941,54.40993188,50.81660835
5,0.9,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.184289139,55.60414976,51.99130066
5,0.91,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.185715444,54.92685435,51.38838486
5,0.92,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.159182808,55.48396753,52.02261731
5,0.93,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.18506438,54.59813806,50.9551301
5,0.94,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.187251795,55.53800616,52.14707102
5,0.95,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.173175738,54.9808249,51.38413827
5,0.96,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.244743934,55.60489658,51.85473594
5,0.97,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.231426047,55.62994948,51.99235354
5,0.98,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.254377185,55.92968645,52.03589652
5,0.99,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.227942909,55.22880933,51.34966868
5,1,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0,3.238529268,55.87714685,52.28910027
