lambda,theta,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,blocking_ratios,latency,ram_usage_per_request,cpu_usage_per_request
0.5,0.59,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.37228698142474,73.09202044281955,51.669606462505634
0.5,0.6,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.498547858221037,77.82069373550537,55.788926499001484
0.5,0.61,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.433939192367664,77.28564988832727,55.861403298120294
0.5,0.62,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.548284897449675,74.30481100656635,52.89516589146615
0.5,0.63,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.379143428594016,72.9562372703789,52.42657676718209
0.5,0.64,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.452573953878588,72.55191223128824,51.89169195949184
0.5,0.65,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.30881818399939,72.57452486669236,51.93530903427062
0.5,0.66,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.630532337955255,74.70224785534987,53.73237582726277
0.5,0.67,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.575583188408039,75.55259104173291,53.990590552067175
0.5,0.68,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.538504093708917,72.75507877178639,52.180558465342905
0.5,0.6900000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.506995038868788,76.26364115473835,54.674197418082294
0.5,0.7000000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.44254902712191,72.76210238060764,52.0013844916376
0.5,0.7100000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.6276512083245676,75.0172993450689,53.15940995056925
0.5,0.72,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.554947415291057,75.42676163699703,53.79425321885585
0.5,0.73,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.52879648188525,74.69238286559434,53.811281922256306
0.5,0.74,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.500401905775277,72.37539131416119,51.613407392491226
0.5,0.75,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.523083612148563,72.86649266225807,52.01746516337537
0.5,0.76,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.516083991372084,73.4454111533342,53.2678695380106
0.5,0.77,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.506247865034768,74.30231547605828,53.736621484151556
0.5,0.78,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.7248443874775905,75.08233057281174,53.50908477888099
0.5,0.79,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.713019676326154,74.11654326007874,53.27102513950189
0.5,0.8,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.5521487526915925,74.98297453300371,54.871485507026556
0.5,0.81,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.518073967180833,74.3658244848998,55.150238565042415
0.5,0.8200000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.62863677217284,72.93833301494077,51.41537567176702
0.5,0.8300000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.656328359931724,75.39428314915003,53.45338784113671
0.5,0.8400000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.640314108785577,72.5573055368204,51.07644461285952
0.5,0.85,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.5816370517607865,74.41079016162989,53.421618284898436
0.5,0.86,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.747111354395152,75.18723074614581,52.886981645246046
0.5,0.87,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.577107711055832,74.59823369149703,53.77695691676043
0.5,0.88,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.841721467911218,74.57668267253503,52.415773571484024
0.5,0.89,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.76067337028907,77.351616279385,54.93510058736799
0.5,0.9,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.758075930833929,73.51537291285209,52.68934582406319
0.5,0.91,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.7966051182286895,71.96462260317482,50.04369461618495
0.5,0.92,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.971722943134883,78.61709772293884,55.28324528429264
0.5,0.93,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.8892244199146235,79.56803090360708,56.431096532270104
0.5,0.9400000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.8076037862279,76.74786310425323,54.57543114920206
0.5,0.9500000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.704407520032431,74.92247774190044,52.913070283638525
0.5,0.9600000000000001,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.7813231482163925,74.35312652919488,52.93878227883391
0.5,0.97,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.676167906796071,72.94586090187866,52.28182495030466
0.5,0.98,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.811226982506867,72.59218937746006,52.024872555545905
0.5,0.99,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.792744120231658,73.9630874914697,52.145724200243016
0.5,1.0,medium-app-medium-traffic,#ff7f0e,s,0.5,0.25,40,10,1,20,25,0.0,4.843232537927337,71.9531477283378,50.56313662623943
