lambda,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,best_theta_blocking_ratios,best_blocking_ratios_value,best_theta_latency,best_latency_value,best_theta_ram_usage_per_request,best_ram_usage_per_request_value,best_theta_cpu_usage_per_request,best_cpu_usage_per_request_value
4.449999999999999,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2090802877410426,0.4636363636363637,2.685120762582492,0.4636363636363637,1.55076512101511
4.550909090909091,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2107883722185331,0.5644444444444445,2.672621911833308,0.5644444444444445,1.5446238053331045
4.651818181818181,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20672097226042865,0.614848484848485,2.621415086011647,0.614848484848485,1.532937739181973
4.752727272727272,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20597826539596695,0.7156565656565658,2.6280038012190197,0.4132323232323233,1.5351651149334047
4.8536363636363635,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20611897019523032,0.4636363636363637,2.6024893274869787,0.4636363636363637,1.524505164562959
4.954545454545454,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.21000169290800202,0.9172727272727274,2.603280018213831,0.9172727272727274,1.524657900805261
5.055454545454545,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20881993875750943,0.4636363636363637,2.5751230260514397,0.4636363636363637,1.5109560884812006
5.156363636363636,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.21007400652932867,0.6652525252525253,2.56963042026175,0.6652525252525253,1.5208743987506896
5.257272727272727,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20878357896321276,0.5644444444444445,2.521604181960616,0.5644444444444445,1.503511648104547
5.3581818181818175,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2110263828594885,0.866868686868687,2.5284023263956694,0.866868686868687,1.5040123161419043
5.459090909090909,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.21097697366778637,0.614848484848485,2.5186847124134064,0.3124242424242425,1.4962019517659308
5.56,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20676829156709559,0.5140404040404041,2.500969099557173,0.5140404040404041,1.495162097980187
5.66090909090909,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2100150500978584,0.4132323232323233,2.4623279929612445,0.4132323232323233,1.478676925195302
5.761818181818182,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20871162305302265,0.3628282828282829,2.476493785032192,0.3628282828282829,1.4886553228489618
5.862727272727272,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20585324865042556,0.4636363636363637,2.4602530258972584,0.4636363636363637,1.4792802495620265
5.963636363636363,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2070370546129042,0.7156565656565658,2.447401200223034,0.3124242424242425,1.4746828996921588
6.0645454545454545,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20703500954576834,0.5644444444444445,2.4392036294733312,0.5644444444444445,1.473907759350741
6.165454545454545,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20692780093308386,0.4636363636363637,2.413580113189944,0.4636363636363637,1.4659577864838738
