request_id,image,send_time,success,warm,processing_time_s,response_time_s
1051,000000125257.jpg,1776416035.2263453,True,,1.99,1.998012
1052,000000125405.jpg,1776416037.224441,True,,1.79,1.802466
1053,000000125472.jpg,1776416039.026998,True,,1.79,1.800294
1054,000000125572.jpg,1776416040.8273816,True,,1.89,1.899362
1055,000000125778.jpg,1776416042.726832,True,,1.89,1.900457
1056,000000125806.jpg,1776416044.627383,True,,1.79,1.895494
1057,000000125850.jpg,1776416046.5229695,True,,1.9,1.90602
1058,000000125936.jpg,1776416048.4290733,True,,1.79,1.797779
1059,000000125952.jpg,1776416050.2269642,True,,1.69,1.69695
1060,000000126107.jpg,1776416051.9240043,True,,1.99,2.001236
1061,000000126110.jpg,1776416053.9253256,True,,2.0,2.002895
1062,000000126137.jpg,1776416055.9283018,True,,1.99,1.996462
1063,000000126216.jpg,1776416057.9248455,True,,1.89,1.902633
1064,000000126226.jpg,1776416059.8275676,True,,1.99,1.997714
1065,000000126592.jpg,1776416061.825364,True,,1.8,1.804394
1066,000000127092.jpg,1776416063.6298478,True,,1.89,1.894929
1067,000000127135.jpg,1776416065.524862,True,,1.79,1.802366
1068,000000127182.jpg,1776416067.3273146,True,,1.79,1.799423
1069,000000127263.jpg,1776416069.1268258,True,,1.79,1.800143
1070,000000127270.jpg,1776416070.9270554,True,,1.79,1.799906
1071,000000127394.jpg,1776416072.7270463,True,,1.69,1.696373
1072,000000127476.jpg,1776416074.423501,True,,1.89,1.902289
1073,000000127494.jpg,1776416076.325878,True,,1.79,1.801119
1074,000000127517.jpg,1776416078.127085,True,,1.89,1.897317
1075,000000127530.jpg,1776416080.0244884,True,,1.8,1.802906
1076,000000127624.jpg,1776416081.8274832,True,,2.69,2.697939
1077,000000127660.jpg,1776416084.525505,True,,1.9,1.903445
1078,000000127955.jpg,1776416086.429041,True,,1.39,1.398044
1079,000000127987.jpg,1776416087.8271768,True,,1.29,1.302153
1080,000000128051.jpg,1776416089.1294198,True,,1.19,1.199426
1081,000000128112.jpg,1776416090.3289528,True,,1.79,1.893873
1082,000000128148.jpg,1776416092.2229216,True,,1.7,1.705256
1083,000000128372.jpg,1776416093.9282732,True,,1.99,1.996382
1084,000000128476.jpg,1776416095.9247444,True,,1.5,1.505312
1085,000000128598.jpg,1776416097.4301531,True,,1.8,1.89775
1086,000000128654.jpg,1776416099.3279915,True,,2.19,2.19804
1087,000000128658.jpg,1776416101.526117,True,,1.79,1.801152
1088,000000128675.jpg,1776416103.3273556,True,,2.09,2.097154
1089,000000128699.jpg,1776416105.4245925,True,,2.0,2.003158
1090,000000128748.jpg,1776416107.4278338,True,,1.99,2.000188
1091,000000129054.jpg,1776416109.4281068,True,,1.99,1.998806
1092,000000129062.jpg,1776416111.4269958,True,,1.99,1.998597
1093,000000129113.jpg,1776416113.4256775,True,,1.99,1.999734
1094,000000129135.jpg,1776416115.4254935,True,,1.49,1.501702
1095,000000129322.jpg,1776416116.9272814,True,,1.49,1.500101
1096,000000129416.jpg,1776416118.4274719,True,,1.99,1.997092
1097,000000129492.jpg,1776416120.4246495,True,,1.69,1.699344
1098,000000129756.jpg,1776416122.1240797,True,,1.49,1.501053
1099,000000129812.jpg,1776416123.6252162,True,,1.89,1.899475
1100,000000129945.jpg,1776416125.5247786,True,,1.4,1.4036
1101,000000130386.jpg,1776416126.9284687,True,,1.99,1.996927
1102,000000130465.jpg,1776416128.9254806,True,,1.99,1.998774
1103,000000130566.jpg,1776416130.9243417,True,,1.89,1.899918
1104,000000130579.jpg,1776416132.8243463,True,,1.69,1.702218
1105,000000130586.jpg,1776416134.5266507,True,,1.89,1.899354
1106,000000130599.jpg,1776416136.4260905,True,,1.99,2.002503
1107,000000130613.jpg,1776416138.4286814,True,,1.89,1.897946
1108,000000130699.jpg,1776416140.326716,True,,1.8,1.803082
1109,000000130826.jpg,1776416142.129886,True,,1.8,1.898388
1110,000000131131.jpg,1776416144.028363,True,,1.7,1.799441
1111,000000131138.jpg,1776416145.8279169,True,,1.89,1.895412
1112,000000131273.jpg,1776416147.7234132,True,,1.8,1.80446
1113,000000131379.jpg,1776416149.5279894,True,,1.89,1.899663
1114,000000131386.jpg,1776416151.4277391,True,,1.79,1.799462
1115,000000131431.jpg,1776416153.2272868,True,,1.79,1.800349
1116,000000131444.jpg,1776416155.0277169,True,,1.79,1.79916
1117,000000131556.jpg,1776416156.826973,True,,1.79,1.797671
1118,000000131938.jpg,1776416158.6247265,True,,1.79,1.802324
1119,000000132116.jpg,1776416160.4271364,True,,2.49,2.499705
1120,000000132329.jpg,1776416162.926937,True,,1.99,2.000772
1121,000000132375.jpg,1776416164.9278018,True,,1.9,1.995031
1122,000000132408.jpg,1776416166.922928,True,,1.79,1.801445
1123,000000132544.jpg,1776416168.7244618,True,,1.89,1.899541
1124,000000132587.jpg,1776416170.6240869,True,,1.89,1.900407
1125,000000132622.jpg,1776416172.5245786,True,,2.1,2.104308
1126,000000132703.jpg,1776416174.6289937,True,,1.59,1.600079
1127,000000132796.jpg,1776416176.2291672,True,,1.89,1.898113
1128,000000132931.jpg,1776416178.1273675,True,,1.79,1.799789
1129,000000133000.jpg,1776416179.9272485,True,,1.89,1.900736
1130,000000133087.jpg,1776416181.82807,True,,1.79,1.797013
1131,000000133233.jpg,1776416183.6251688,True,,1.59,1.602674
1132,000000133244.jpg,1776416185.227942,True,,1.59,1.601194
1133,000000133343.jpg,1776416186.8292239,True,,1.59,1.597509
1134,000000133418.jpg,1776416188.426819,True,,1.99,1.997055
1135,000000133567.jpg,1776416190.4239724,True,,1.99,1.999813
1136,000000133631.jpg,1776416192.4238787,True,,1.79,1.802522
1137,000000133645.jpg,1776416194.2264843,True,,1.79,1.800608
1138,000000133778.jpg,1776416196.0271783,True,,1.99,1.999916
1139,000000133819.jpg,1776416198.027182,True,,1.79,1.796735
1140,000000133969.jpg,1776416199.8239977,True,,1.89,1.89987
1141,000000134034.jpg,1776416201.7239816,True,,2.2,2.203288
1142,000000134096.jpg,1776416203.927355,True,,1.99,1.997689
1143,000000134112.jpg,1776416205.9251285,True,,2.0,2.00319
1144,000000134322.jpg,1776416207.9284046,True,,1.89,1.994672
1145,000000134689.jpg,1776416209.9231615,True,,1.7,1.706171
1146,000000134722.jpg,1776416211.6294177,True,,1.8,1.895063
1147,000000134856.jpg,1776416213.524562,True,,2.09,2.10104
1148,000000134882.jpg,1776416215.6256838,True,,2.59,2.600594
1149,000000134886.jpg,1776416218.226366,True,,1.89,1.901006
1150,000000135410.jpg,1776416220.1274595,True,,1.89,1.900452
1151,000000135561.jpg,1776416222.0280004,True,,1.8,1.900107
1152,000000135604.jpg,1776416223.9282079,True,,1.79,1.798239
1153,000000135670.jpg,1776416225.7265315,True,,1.89,1.899277
1154,000000135673.jpg,1776416227.6258929,True,,1.79,1.798553
1155,000000135872.jpg,1776416229.424549,True,,1.79,1.802073
1156,000000135890.jpg,1776416231.2267113,True,,1.79,1.798176
1157,000000135902.jpg,1776416233.024979,True,,1.8,1.805605
1158,000000136033.jpg,1776416234.8306854,True,,1.79,1.795133
1159,000000136334.jpg,1776416236.6259267,True,,1.89,1.898908
1160,000000136355.jpg,1776416238.5249314,True,,1.79,1.802414
1161,000000136466.jpg,1776416240.3274324,True,,1.79,1.799494
1162,000000136600.jpg,1776416242.1270134,True,,1.89,1.901153
1163,000000136633.jpg,1776416244.0282552,True,,1.89,1.896553
1164,000000136715.jpg,1776416245.924893,True,,1.79,1.79925
1165,000000136772.jpg,1776416247.724238,True,,1.8,1.898815
1166,000000136915.jpg,1776416249.6231387,True,,1.7,1.706465
1167,000000137106.jpg,1776416251.3296924,True,,1.79,1.800293
1168,000000137246.jpg,1776416253.130073,True,,1.79,1.796476
1169,000000137294.jpg,1776416254.9266348,True,,1.79,1.79995
1170,000000137576.jpg,1776416256.7266748,True,,2.19,2.201934
1171,000000137727.jpg,1776416258.9286954,True,,1.49,1.502254
1172,000000137950.jpg,1776416260.4310381,True,,1.6,1.697662
1173,000000138115.jpg,1776416262.1287878,True,,2.09,2.10004
1174,000000138241.jpg,1776416264.2289596,True,,1.99,1.998959
1175,000000138492.jpg,1776416266.228012,True,,1.79,1.799717
1176,000000138550.jpg,1776416268.0278168,True,,1.79,1.796576
1177,000000138639.jpg,1776416269.8244767,True,,1.9,1.904171
1178,000000138819.jpg,1776416271.7287526,True,,1.89,1.899391
1179,000000138856.jpg,1776416273.6282341,True,,1.89,1.898749
1180,000000138954.jpg,1776416275.5270658,True,,2.39,2.399276
1181,000000138979.jpg,1776416277.9264235,True,,1.79,1.798295
1182,000000139077.jpg,1776416279.7247994,True,,1.89,1.901537
1183,000000139099.jpg,1776416281.6264184,True,,1.89,1.900132
1184,000000139260.jpg,1776416283.5266335,True,,1.59,1.60152
1185,000000139684.jpg,1776416285.1282392,True,,1.69,1.701698
1186,000000139871.jpg,1776416286.8300285,True,,1.69,1.699308
1187,000000139872.jpg,1776416288.5294437,True,,1.99,1.99393
1188,000000139883.jpg,1776416290.5234575,True,,1.79,1.800658
1189,000000140076.jpg,1776416292.3242009,True,,1.9,1.903475
1190,000000140203.jpg,1776416294.2277658,True,,1.99,1.996833
1191,000000140270.jpg,1776416296.2246804,True,,1.79,1.801872
1192,000000140286.jpg,1776416298.026636,True,,1.99,1.998817
1193,000000140420.jpg,1776416300.0255358,True,,1.79,1.801608
1194,000000140439.jpg,1776416301.827227,True,,1.79,1.799268
1195,000000140556.jpg,1776416303.6265774,True,,1.79,1.801487
1196,000000140583.jpg,1776416305.42815,True,,1.99,1.996525
1197,000000140640.jpg,1776416307.4247568,True,,1.8,1.898204
1198,000000140658.jpg,1776416309.323039,True,,1.8,1.803736
1199,000000140840.jpg,1776416311.1268582,True,,1.59,1.600773
1200,000000140929.jpg,1776416312.727718,True,,1.59,1.601028
1201,000000140987.jpg,1776416314.328833,True,,1.79,1.797508
1202,000000141328.jpg,1776416316.1264231,True,,1.99,2.001876
1203,000000141597.jpg,1776416318.1283796,True,,1.89,1.897791
1204,000000141671.jpg,1776416320.026252,True,,1.49,1.499747
1205,000000141821.jpg,1776416321.5260859,True,,1.89,1.898164
1206,000000142092.jpg,1776416323.4243362,True,,1.8,1.80263
1207,000000142238.jpg,1776416325.227052,True,,1.79,1.799615
1208,000000142324.jpg,1776416327.0267508,True,,1.89,1.896659
1209,000000142472.jpg,1776416328.9234912,True,,1.8,1.803902
1210,000000142585.jpg,1776416330.727481,True,,1.89,1.90022
1211,000000142620.jpg,1776416332.6277843,True,,1.89,1.901847
1212,000000142790.jpg,1776416334.5297167,True,,1.99,1.998965
1213,000000142971.jpg,1776416336.528768,True,,1.69,1.701294
1214,000000143068.jpg,1776416338.2301445,True,,0.99,0.997489
1215,000000143556.jpg,1776416339.2277184,True,,1.89,1.896946
1216,000000143572.jpg,1776416341.124748,True,,1.8,1.806229
1217,000000143931.jpg,1776416342.931062,True,,1.89,1.896295
1218,000000143961.jpg,1776416344.8274548,True,,1.59,1.598145
1219,000000143998.jpg,1776416346.4256847,True,,2.49,2.501556
1220,000000144003.jpg,1776416348.9273288,True,,1.99,2.000088
1221,000000144114.jpg,1776416350.9275095,True,,1.89,1.897404
1222,000000144300.jpg,1776416352.8250008,True,,1.89,1.899001
1223,000000144333.jpg,1776416354.724089,True,,1.99,1.999976
1224,000000144706.jpg,1776416356.7241504,True,,1.99,2.000085
1225,000000144784.jpg,1776416358.724323,True,,1.59,1.599581
1226,000000144798.jpg,1776416360.3239918,True,,1.3,1.303554
1227,000000144932.jpg,1776416361.627633,True,,1.39,1.395933
1228,000000144984.jpg,1776416363.0236554,True,,1.5,1.505688
1229,000000145020.jpg,1776416364.5294309,True,,1.19,1.197616
1230,000000145591.jpg,1776416365.727138,True,,1.69,1.696161
1231,000000145597.jpg,1776416367.423383,True,,1.8,1.80591
1232,000000145620.jpg,1776416369.2293801,True,,1.79,1.797257
1233,000000145665.jpg,1776416371.0267277,True,,1.89,1.898769
1234,000000145781.jpg,1776416372.9255831,True,,2.0,2.002717
1235,000000146155.jpg,1776416374.9283895,True,,2.09,2.096696
1236,000000146358.jpg,1776416377.0251765,True,,1.69,1.698756
1237,000000146363.jpg,1776416378.7240183,True,,1.9,1.903327
1238,000000146457.jpg,1776416380.6274285,True,,1.99,1.996905
1239,000000146489.jpg,1776416382.624415,True,,1.99,2.000372
1240,000000146498.jpg,1776416384.6248808,True,,1.99,2.001509
1241,000000146667.jpg,1776416386.6264825,True,,2.19,2.202913
1242,000000146825.jpg,1776416388.8294897,True,,1.39,1.397138
1243,000000146831.jpg,1776416390.226713,True,,1.79,1.80113
1244,000000147205.jpg,1776416392.0279486,True,,1.79,1.79949
1245,000000147223.jpg,1776416393.8275213,True,,1.69,1.699277
1246,000000147338.jpg,1776416395.526882,True,,1.89,1.901982
1247,000000147415.jpg,1776416397.4289715,True,,2.09,2.099449
1248,000000147498.jpg,1776416399.52851,True,,2.29,2.297902
1249,000000147518.jpg,1776416401.8264978,True,,1.99,2.001352
1250,000000147725.jpg,1776416403.8279517,True,,1.79,1.798352
1251,000000147729.jpg,1776416405.6263938,True,,1.99,1.998426
1252,000000147740.jpg,1776416407.624928,True,,1.99,2.002615
1253,000000147745.jpg,1776416409.6276405,True,,1.99,1.99701
1254,000000148508.jpg,1776416411.6247444,True,,1.9,1.90351
1255,000000148620.jpg,1776416413.5283449,True,,1.79,1.797589
1256,000000148662.jpg,1776416415.3260179,True,,2.0,2.002713
1257,000000148707.jpg,1776416417.3288205,True,,1.49,1.499088
1258,000000148719.jpg,1776416418.828004,True,,1.59,1.596023
1259,000000148730.jpg,1776416420.4241142,True,,1.49,1.501367
1260,000000148739.jpg,1776416421.925574,True,,1.89,1.897605
1261,000000148783.jpg,1776416423.8232608,True,,1.7,1.703849
1262,000000148957.jpg,1776416425.527196,True,,1.99,1.998186
1263,000000148999.jpg,1776416427.5254707,True,,1.79,1.801771
1264,000000149222.jpg,1776416429.327324,True,,1.99,1.998703
1265,000000149375.jpg,1776416431.3261116,True,,1.89,1.90177
1266,000000149406.jpg,1776416433.227972,True,,2.59,2.599124
1267,000000149568.jpg,1776416435.8271782,True,,2.19,2.196279
1268,000000149622.jpg,1776416438.0235384,True,,1.89,1.899669
1269,000000149770.jpg,1776416439.9232864,True,,1.89,1.90043
1270,000000150224.jpg,1776416441.8237975,True,,1.69,1.700841
1271,000000150265.jpg,1776416443.5247195,True,,1.8,1.802584
1272,000000150417.jpg,1776416445.3273902,True,,1.89,1.896043
1273,000000150638.jpg,1776416447.2235157,True,,1.79,1.802057
1274,000000150649.jpg,1776416449.0256596,True,,1.59,1.60069
1275,000000150726.jpg,1776416450.6264353,True,,1.99,1.99835
1276,000000150930.jpg,1776416452.6248715,True,,1.6,1.604457
1277,000000151000.jpg,1776416454.229412,True,,1.79,1.797222
1278,000000151051.jpg,1776416456.026715,True,,1.89,1.897847
1279,000000151480.jpg,1776416457.924645,True,,1.89,1.902582
1280,000000151516.jpg,1776416459.8273141,True,,1.79,1.798894
1281,000000151629.jpg,1776416461.626296,True,,1.79,1.801028
1282,000000151657.jpg,1776416463.4274151,True,,1.69,1.697236
1283,000000151662.jpg,1776416465.124743,True,,1.39,1.401501
1284,000000151820.jpg,1776416466.526331,True,,1.29,1.298219
1285,000000151857.jpg,1776416467.824646,True,,1.49,1.499513
1286,000000151938.jpg,1776416469.3242428,True,,1.4,1.403917
1287,000000151962.jpg,1776416470.7282453,True,,1.89,1.899438
1288,000000152120.jpg,1776416472.6277719,True,,1.79,1.798568
1289,000000152214.jpg,1776416474.42643,True,,1.99,1.998458
1290,000000152465.jpg,1776416476.4249794,True,,2.0,2.004017
1291,000000152686.jpg,1776416478.429082,True,,1.59,1.59983
1292,000000152740.jpg,1776416480.0290084,True,,1.49,1.495067
1293,000000152771.jpg,1776416481.5241628,True,,1.8,1.803068
1294,000000152870.jpg,1776416483.3273206,True,,1.99,1.999382
1295,000000153011.jpg,1776416485.3267915,True,,1.99,1.997524
1296,000000153217.jpg,1776416487.324405,True,,2.09,2.101105
1297,000000153229.jpg,1776416489.4255972,True,,2.09,2.09894
1298,000000153299.jpg,1776416491.5246274,True,,2.39,2.402035
1299,000000153343.jpg,1776416493.926756,True,,1.8,1.804091
1300,000000153510.jpg,1776416495.7309492,True,,1.89,1.896332
1301,000000153527.jpg,1776416497.6273718,True,,1.99,1.999875
1302,000000153529.jpg,1776416499.6273363,True,,1.49,1.497411
1303,000000153568.jpg,1776416501.1248333,True,,2.1,2.104139
1304,000000153632.jpg,1776416503.2290592,True,,1.99,1.99963
1305,000000153669.jpg,1776416505.2287726,True,,1.8,1.896604
1306,000000153782.jpg,1776416507.1254673,True,,1.29,1.297822
1307,000000153797.jpg,1776416508.423374,True,,2.0,2.003299
1308,000000154000.jpg,1776416510.42676,True,,1.99,2.000834
1309,000000154004.jpg,1776416512.427688,True,,1.89,1.895384
1310,000000154087.jpg,1776416514.3231575,True,,1.8,1.804658
1311,000000154213.jpg,1776416516.1279213,True,,1.89,1.896749
1312,000000154339.jpg,1776416518.0247593,True,,1.39,1.401779
1313,000000154358.jpg,1776416519.4266288,True,,1.89,1.898053
1314,000000154425.jpg,1776416521.324762,True,,1.8,1.802881
1315,000000154431.jpg,1776416523.127736,True,,1.79,1.797731
1316,000000154644.jpg,1776416524.9255517,True,,2.49,2.499928
1317,000000154705.jpg,1776416527.4255676,True,,1.99,1.998978
1318,000000154718.jpg,1776416529.424635,True,,2.0,2.003746
1319,000000154947.jpg,1776416531.4284673,True,,2.59,2.598113
1320,000000155051.jpg,1776416534.0266652,True,,2.09,2.098816
1321,000000155145.jpg,1776416536.125569,True,,1.99,1.999054
1322,000000155154.jpg,1776416538.1247048,True,,1.89,1.902167
1323,000000155179.jpg,1776416540.0269763,True,,1.99,2.001116
1324,000000155291.jpg,1776416542.0281768,True,,1.99,1.99878
1325,000000155341.jpg,1776416544.0270443,True,,1.99,2.001271
1326,000000155443.jpg,1776416546.0284,True,,1.99,1.997326
1327,000000155451.jpg,1776416548.0258176,True,,1.99,2.002165
1328,000000155571.jpg,1776416550.028069,True,,1.49,1.496769
1329,000000156071.jpg,1776416551.524932,True,,1.99,2.000977
1330,000000156076.jpg,1776416553.525996,True,,1.99,2.002316
1331,000000156278.jpg,1776416555.5284283,True,,1.89,1.8991
1332,000000156292.jpg,1776416557.427616,True,,1.99,1.996043
1333,000000156372.jpg,1776416559.4237444,True,,1.8,1.803923
1334,000000156643.jpg,1776416561.2277517,True,,1.89,1.89986
1335,000000156924.jpg,1776416563.1276944,True,,1.79,1.801627
1336,000000157046.jpg,1776416564.9294047,True,,1.8,1.898163
1337,000000157098.jpg,1776416566.8276548,True,,1.89,1.89642
1338,000000157124.jpg,1776416568.724156,True,,1.79,1.800152
1339,000000157138.jpg,1776416570.524395,True,,1.7,1.704624
1340,000000157213.jpg,1776416572.2291071,True,,1.19,1.199677
1341,000000157365.jpg,1776416573.4288743,True,,1.8,1.898597
1342,000000157390.jpg,1776416575.3275566,True,,1.99,2.000283
1343,000000157418.jpg,1776416577.327943,True,,1.99,1.99658
1344,000000157601.jpg,1776416579.3246028,True,,2.49,2.502405
1345,000000157756.jpg,1776416581.8270972,True,,1.79,1.79958
1346,000000157767.jpg,1776416583.6267624,True,,1.79,1.799814
1347,000000157807.jpg,1776416585.426659,True,,1.79,1.799658
1348,000000157847.jpg,1776416587.2264028,True,,1.59,1.599948
1349,000000157928.jpg,1776416588.8264346,True,,1.79,1.801133
1350,000000158227.jpg,1776416590.6276524,True,,1.89,1.899589
1351,000000158548.jpg,1776416592.5273232,True,,2.09,2.098783
1352,000000158660.jpg,1776416594.6262062,True,,2.09,2.100677
1353,000000158744.jpg,1776416596.7269845,True,,1.79,1.801004
1354,000000158945.jpg,1776416598.5280774,True,,1.69,1.698157
1355,000000158956.jpg,1776416600.2263215,True,,1.3,1.303585
1356,000000159112.jpg,1776416601.5299938,True,,1.39,1.400793
1357,000000159282.jpg,1776416602.9308715,True,,1.79,1.796374
1358,000000159311.jpg,1776416604.7273326,True,,1.49,1.501081
1359,000000159399.jpg,1776416606.228502,True,,1.49,1.496275
1360,000000159458.jpg,1776416607.724862,True,,1.4,1.405026
1361,000000159684.jpg,1776416609.1299903,True,,1.69,1.696519
1362,000000159791.jpg,1776416610.826591,True,,2.09,2.102048
1363,000000159977.jpg,1776416612.9287286,True,,1.79,1.798468
1364,000000160012.jpg,1776416614.727286,True,,1.99,1.997452
1365,000000160556.jpg,1776416616.724824,True,,1.89,1.902287
1366,000000160666.jpg,1776416618.6272018,True,,1.79,1.8006
1367,000000160728.jpg,1776416620.427886,True,,1.39,1.398099
1368,000000160772.jpg,1776416621.8260694,True,,1.49,1.501493
1369,000000160864.jpg,1776416623.327654,True,,1.19,1.202051
1370,000000161008.jpg,1776416624.529786,True,,1.99,1.995997
1371,000000161032.jpg,1776416626.5258725,True,,1.99,2.00184
1372,000000161044.jpg,1776416628.5278041,True,,1.19,1.199767
1373,000000161128.jpg,1776416629.7276568,True,,1.49,1.500597
1374,000000161397.jpg,1776416631.2283435,True,,1.89,1.902767
1375,000000161609.jpg,1776416633.1311996,True,,1.89,1.893417
1376,000000161642.jpg,1776416635.0247009,True,,1.99,1.999102
1377,000000161781.jpg,1776416637.0238874,True,,1.7,1.799108
1378,000000161799.jpg,1776416638.8230789,True,,1.69,1.700847
1379,000000161820.jpg,1776416640.5240083,True,,1.89,1.90171
1380,000000161861.jpg,1776416642.4258027,True,,1.99,1.998685
1381,000000161875.jpg,1776416644.4245706,True,,1.79,1.802524
1382,000000161879.jpg,1776416646.2271748,True,,2.09,2.101641
1383,000000161925.jpg,1776416648.3289204,True,,1.89,1.89832
1384,000000161978.jpg,1776416650.2273216,True,,1.79,1.799357
1385,000000162035.jpg,1776416652.0267613,True,,1.89,1.898034
1386,000000162092.jpg,1776416653.9248836,True,,2.59,2.603204
1387,000000162130.jpg,1776416656.528182,True,,1.99,1.996765
1388,000000162366.jpg,1776416658.525035,True,,1.49,1.498958
1389,000000162415.jpg,1776416660.0240836,True,,1.79,1.80008
1390,000000162543.jpg,1776416661.8242528,True,,1.2,1.203542
1391,000000162581.jpg,1776416663.0278826,True,,1.89,1.896731
1392,000000162732.jpg,1776416664.9246974,True,,1.99,1.999977
1393,000000162858.jpg,1776416666.9247608,True,,1.9,1.902863
1394,000000163057.jpg,1776416668.8277194,True,,1.99,2.001008
1395,000000163117.jpg,1776416670.8288167,True,,1.99,1.996823
1396,000000163118.jpg,1776416672.8257265,True,,1.89,1.902191
1397,000000163155.jpg,1776416674.728011,True,,1.89,1.899588
1398,000000163257.jpg,1776416676.6276877,True,,1.89,1.899703
1399,000000163258.jpg,1776416678.527479,True,,1.79,1.800302
1400,000000163290.jpg,1776416680.3278677,True,,1.69,1.696616
1401,000000163314.jpg,1776416682.0245748,True,,1.8,1.802794
1402,000000163562.jpg,1776416683.8274546,True,,1.39,1.401387
1403,000000163611.jpg,1776416685.2289436,True,,1.89,1.894781
1404,000000163640.jpg,1776416687.1238103,True,,2.0,2.003977
1405,000000163682.jpg,1776416689.1278825,True,,1.89,1.899728
1406,000000163746.jpg,1776416691.0276957,True,,2.09,2.100892
1407,000000163951.jpg,1776416693.1286767,True,,1.39,1.39581
1408,000000164115.jpg,1776416694.5245728,True,,2.5,2.503706
1409,000000164363.jpg,1776416697.0283723,True,,2.49,2.499537
1410,000000164602.jpg,1776416699.527998,True,,1.99,1.998229
1411,000000164637.jpg,1776416701.5263176,True,,1.39,1.401035
1412,000000164883.jpg,1776416702.9274375,True,,1.4,1.40341
1413,000000164885.jpg,1776416704.3309474,True,,1.79,1.79334
1414,000000164969.jpg,1776416706.1243773,True,,1.39,1.402276
1415,000000165039.jpg,1776416707.5267396,True,,1.49,1.497668
1416,000000165257.jpg,1776416709.0244913,True,,1.69,1.702437
1417,000000165336.jpg,1776416710.7270164,True,,2.09,2.096324
1418,000000165351.jpg,1776416712.8234327,True,,2.6,2.604182
1419,000000165500.jpg,1776416715.4276989,True,,2.09,2.100202
1420,000000165518.jpg,1776416717.5279937,True,,2.59,2.597707
1421,000000165681.jpg,1776416720.125791,True,,2.09,2.099007
1422,000000165713.jpg,1776416722.224881,True,,1.79,1.803225
1423,000000165831.jpg,1776416724.0281925,True,,1.99,1.999665
1424,000000166165.jpg,1776416726.0279605,True,,2.49,2.497196
1425,000000166166.jpg,1776416728.5252478,True,,2.0,2.002995
1426,000000166259.jpg,1776416730.528327,True,,1.89,1.899354
1427,000000166277.jpg,1776416732.4277637,True,,1.99,1.997313
1428,000000166287.jpg,1776416734.4251637,True,,1.99,2.000224
1429,000000166391.jpg,1776416736.425476,True,,1.89,1.898607
1430,000000166426.jpg,1776416738.3241763,True,,2.29,2.302219
1431,000000166478.jpg,1776416740.6264858,True,,1.89,1.901342
1432,000000166509.jpg,1776416742.527927,True,,1.89,1.895849
1433,000000166521.jpg,1776416744.4238627,True,,1.8,1.805842
1434,000000166563.jpg,1776416746.2297957,True,,1.29,1.393188
1435,000000166642.jpg,1776416747.6230638,True,,1.89,1.901494
1436,000000166664.jpg,1776416749.524641,True,,1.99,1.99881
1437,000000166747.jpg,1776416751.5235364,True,,1.99,2.00109
1438,000000166768.jpg,1776416753.5247064,True,,1.79,1.802205
1439,000000166918.jpg,1776416755.3269951,True,,1.89,1.901425
1440,000000167067.jpg,1776416757.2285135,True,,1.49,1.498624
1441,000000167122.jpg,1776416758.7272267,True,,1.4,1.403636
1442,000000167128.jpg,1776416760.13099,True,,1.8,1.8968
1443,000000167159.jpg,1776416762.0278792,True,,1.99,1.99903
1444,000000167240.jpg,1776416764.0269976,True,,1.89,1.89798
1445,000000167353.jpg,1776416765.9250653,True,,1.99,2.0004
1446,000000167486.jpg,1776416767.9255495,True,,1.99,1.999178
1447,000000167540.jpg,1776416769.9248114,True,,1.9,1.903241
1448,000000167572.jpg,1776416771.8281503,True,,1.79,1.798293
1449,000000167898.jpg,1776416773.626526,True,,1.79,1.80157
1450,000000167902.jpg,1776416775.428201,True,,1.8,1.896592
1451,000000168330.jpg,1776416777.324883,True,,1.6,1.604532
1452,000000168337.jpg,1776416778.9295044,True,,1.99,1.99985
1453,000000168458.jpg,1776416780.9294395,True,,1.99,1.995486
1454,000000168593.jpg,1776416782.9250114,True,,2.0,2.0054
1455,000000168619.jpg,1776416784.9304972,True,,2.09,2.093037
1456,000000168883.jpg,1776416787.0236306,True,,1.99,2.001995
1457,000000168974.jpg,1776416789.0257106,True,,1.99,2.001358
1458,000000169076.jpg,1776416791.0271587,True,,2.49,2.499329
1459,000000169169.jpg,1776416793.52657,True,,1.89,1.900639
1460,000000169356.jpg,1776416795.4272907,True,,1.89,1.897467
1461,000000169996.jpg,1776416797.3248384,True,,1.89,1.902171
1462,000000170099.jpg,1776416799.2270904,True,,1.89,1.90051
1463,000000170116.jpg,1776416801.1276844,True,,1.99,1.999147
1464,000000170191.jpg,1776416803.1269355,True,,1.99,2.002072
1465,000000170278.jpg,1776416805.129098,True,,1.99,1.998789
1466,000000170474.jpg,1776416807.1279855,True,,1.89,1.899806
1467,000000170545.jpg,1776416809.0278802,True,,1.79,1.799531
1468,000000170595.jpg,1776416810.8275,True,,2.3,2.303171
1469,000000170613.jpg,1776416813.1307569,True,,1.89,1.89295
1470,000000170670.jpg,1776416815.02379,True,,1.7,1.703954
1471,000000170739.jpg,1776416816.7278342,True,,1.99,1.999919
1472,000000170893.jpg,1776416818.7278419,True,,1.89,1.898181
1473,000000170955.jpg,1776416820.6261055,True,,1.79,1.80173
1474,000000171050.jpg,1776416822.4279315,True,,1.79,1.799922
1475,000000171190.jpg,1776416824.2279472,True,,1.89,1.899549
1476,000000171298.jpg,1776416826.1275864,True,,1.89,1.900058
